Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
NG-K-3001,Nigeria,Kitchen,Double Door Fridge,1794768,NGN,Model: Double Rev-9; Power: 793W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 10%; Batch: B-667; Location: Nigeria.
IC-E-4376,Ivory Coast,Electronics,Steinberg ProBook X1,2032431,XOF,Model: Steinberg Rev-3; Power: 1272W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 24%; Batch: B-612; Location: Ivory Coast.
RW-F-4377,Rwanda,Furniture,Minimalist Bookshelf,123663,RWF,Model: Minimalist Rev-6; Power: 1647W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 35%; Batch: B-432; Location: Rwanda.
ZA-E-4378,South Africa,Electronics,Smart Watch Elite,29135,ZAR,Model: Smart Rev-4; Power: 796W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 35%; Batch: B-113; Location: South Africa.
RW-K-4379,Rwanda,Kitchen,Air Fryer Pro,3318037,RWF,Model: Air Rev-2; Power: 1184W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 22%; Batch: B-631; Location: Rwanda.
KE-O-4380,Kenya,Office,Projector 4K,477822,KES,Model: Projector Rev-7; Power: 294W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 16%; Batch: B-627; Location: Kenya.
ZA-O-4381,South Africa,Office,Jet Print Pro,59393,ZAR,Model: Jet Rev-8; Power: 1205W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 7%; Batch: B-617; Location: South Africa.
NL-A-4382,Netherlands,Automotive,Electric Scooter,979,EUR,Model: Electric Rev-7; Power: 2244W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 16%; Batch: B-679; Location: Netherlands.
ZA-A-4383,South Africa,Automotive,Luxury Coupe,40046,ZAR,Model: Luxury Rev-1; Power: 458W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 9%; Batch: B-302; Location: South Africa.
GH-O-4384,Ghana,Office,Whiteboard Magnetic,8496,GHS,Model: Whiteboard Rev-1; Power: 1189W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 5%; Batch: B-945; Location: Ghana.
KE-O-4385,Kenya,Office,Mechanical RGB Keyboard,498026,KES,Model: Mechanical Rev-5; Power: 1030W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 28%; Batch: B-323; Location: Kenya.
RW-A-4386,Rwanda,Automotive,Motorcycle Delivery Pro,3803628,RWF,Model: Motorcycle Rev-4; Power: 2384W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 12%; Batch: B-601; Location: Rwanda.
NG-K-4387,Nigeria,Kitchen,Air Fryer Pro,551564,NGN,Model: Air Rev-5; Power: 1886W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 17%; Batch: B-663; Location: Nigeria.
GH-O-4388,Ghana,Office,Projector 4K,29775,GHS,Model: Projector Rev-2; Power: 1982W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 2%; Batch: B-669; Location: Ghana.
UG-O-4389,Uganda,Office,Jet Print Pro,10610999,UGX,Model: Jet Rev-4; Power: 2235W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 24%; Batch: B-121; Location: Uganda.
IC-A-4390,Ivory Coast,Automotive,Electric Scooter,2472532,XOF,Model: Electric Rev-10; Power: 2288W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 6%; Batch: B-990; Location: Ivory Coast.
NL-A-4391,Netherlands,Automotive,Electric Scooter,749,EUR,Model: Electric Rev-2; Power: 1637W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 16%; Batch: B-873; Location: Netherlands.
NG-K-4392,Nigeria,Kitchen,Slow Cooker Digital,2738816,NGN,Model: Slow Rev-10; Power: 1195W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 6%; Batch: B-362; Location: Nigeria.
IN-A-4393,India,Automotive,Titan SUV,229314,INR,Model: Titan Rev-9; Power: 2318W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 34%; Batch: B-731; Location: India.
CM-K-4394,Cameroon,Kitchen,Turbo-Blend 500,1832405,XAF,Model: Turbo-Blend Rev-1; Power: 1971W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 31%; Batch: B-535; Location: Cameroon.
NG-O-4395,Nigeria,Office,Whiteboard Magnetic,2251688,NGN,Model: Whiteboard Rev-10; Power: 633W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 31%; Batch: B-345; Location: Nigeria.
GH-K-4396,Ghana,Kitchen,EcoVolt Smart Kettle,1780,GHS,Model: EcoVolt Rev-9; Power: 2290W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 3%; Batch: B-192; Location: Ghana.
KE-O-4397,Kenya,Office,Mechanical RGB Keyboard,408955,KES,Model: Mechanical Rev-8; Power: 1565W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 24%; Batch: B-968; Location: Kenya.
GH-F-4398,Ghana,Furniture,Minimalist Bookshelf,22056,GHS,Model: Minimalist Rev-7; Power: 1285W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 25%; Batch: B-828; Location: Ghana.
GH-F-4399,Ghana,Furniture,Minimalist Bookshelf,11953,GHS,Model: Minimalist Rev-1; Power: 1339W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 16%; Batch: B-598; Location: Ghana.
KE-O-4400,Kenya,Office,Projector 4K,140559,KES,Model: Projector Rev-8; Power: 2105W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 23%; Batch: B-736; Location: Kenya.
KE-K-4401,Kenya,Kitchen,Double Door Fridge,472347,KES,Model: Double Rev-4; Power: 610W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 21%; Batch: B-797; Location: Kenya.
NL-F-4402,Netherlands,Furniture,Recliner Armchair,62,EUR,Model: Recliner Rev-6; Power: 2355W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 12%; Batch: B-693; Location: Netherlands.
RW-A-4403,Rwanda,Automotive,Utility Van,629017,RWF,Model: Utility Rev-2; Power: 2182W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 21%; Batch: B-746; Location: Rwanda.
IN-O-4404,India,Office,Scan Elite 50,72346,INR,Model: Scan Rev-6; Power: 344W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 35%; Batch: B-378; Location: India.
IC-O-4405,Ivory Coast,Office,Paper Shredder,969057,XOF,Model: Paper Rev-10; Power: 2170W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 7%; Batch: B-212; Location: Ivory Coast.
ZA-F-4406,South Africa,Furniture,King Size Bed Frame,15648,ZAR,Model: King Rev-9; Power: 546W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 30%; Batch: B-112; Location: South Africa.
IC-A-4407,Ivory Coast,Automotive,All-Terrain 4x4,441132,XOF,Model: All-Terrain Rev-1; Power: 867W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 22%; Batch: B-734; Location: Ivory Coast.
IN-K-4408,India,Kitchen,Microwave Oven,105290,INR,Model: Microwave Rev-8; Power: 510W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 27%; Batch: B-536; Location: India.
KE-A-4409,Kenya,Automotive,Utility Van,265326,KES,Model: Utility Rev-3; Power: 1772W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 20%; Batch: B-693; Location: Kenya.
CM-F-4410,Cameroon,Furniture,King Size Bed Frame,910643,XAF,Model: King Rev-4; Power: 941W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 16%; Batch: B-109; Location: Cameroon.
UG-O-4411,Uganda,Office,Vertical Ergonomic Mouse,395616,UGX,Model: Vertical Rev-1; Power: 780W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 18%; Batch: B-384; Location: Uganda.
UG-O-4412,Uganda,Office,Whiteboard Magnetic,7009316,UGX,Model: Whiteboard Rev-10; Power: 1719W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 29%; Batch: B-769; Location: Uganda.
IC-A-4413,Ivory Coast,Automotive,Titan SUV,1326680,XOF,Model: Titan Rev-1; Power: 1128W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 23%; Batch: B-138; Location: Ivory Coast.
KE-F-4414,Kenya,Furniture,Zenith Standing Desk,165775,KES,Model: Zenith Rev-2; Power: 135W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 26%; Batch: B-413; Location: Kenya.
IN-A-4415,India,Automotive,Volt EV Sedan,139331,INR,Model: Volt Rev-10; Power: 1073W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 35%; Batch: B-274; Location: India.
RW-A-4416,Rwanda,Automotive,Utility Van,2859683,RWF,Model: Utility Rev-5; Power: 533W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 32%; Batch: B-554; Location: Rwanda.
CM-E-4417,Cameroon,Electronics,4K Ultra Monitor,1801026,XAF,Model: 4K Rev-3; Power: 153W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 28%; Batch: B-979; Location: Cameroon.
ZA-K-4418,South Africa,Kitchen,Microwave Oven,37253,ZAR,Model: Microwave Rev-5; Power: 296W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 31%; Batch: B-169; Location: South Africa.
GH-F-4419,Ghana,Furniture,Outdoor Patio Set,20200,GHS,Model: Outdoor Rev-1; Power: 1301W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 13%; Batch: B-607; Location: Ghana.
NL-F-4420,Netherlands,Furniture,Minimalist Bookshelf,899,EUR,Model: Minimalist Rev-9; Power: 1409W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 24%; Batch: B-548; Location: Netherlands.
GH-F-4421,Ghana,Furniture,Zenith Standing Desk,1450,GHS,Model: Zenith Rev-6; Power: 1339W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 32%; Batch: B-527; Location: Ghana.
UG-F-4422,Uganda,Furniture,Comfort Sofa,8747004,UGX,Model: Comfort Rev-9; Power: 504W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 16%; Batch: B-386; Location: Uganda.
NG-F-4423,Nigeria,Furniture,Zenith Standing Desk,2675082,NGN,Model: Zenith Rev-2; Power: 194W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 21%; Batch: B-230; Location: Nigeria.
RW-O-4424,Rwanda,Office,Paper Shredder,2299957,RWF,Model: Paper Rev-3; Power: 2388W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 13%; Batch: B-401; Location: Rwanda.
NG-F-4425,Nigeria,Furniture,Coffee Table Glass,2860017,NGN,Model: Coffee Rev-2; Power: 426W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 11%; Batch: B-133; Location: Nigeria.
NL-A-4426,Netherlands,Automotive,Utility Van,2607,EUR,Model: Utility Rev-6; Power: 1099W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 14%; Batch: B-711; Location: Netherlands.
CM-A-4427,Cameroon,Automotive,Roof Rack Cargo Box,1891626,XAF,Model: Roof Rev-8; Power: 2353W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 24%; Batch: B-557; Location: Cameroon.
ZA-E-4428,South Africa,Electronics,Gaming Console X,10533,ZAR,Model: Gaming Rev-6; Power: 1188W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 34%; Batch: B-288; Location: South Africa.
CM-E-4429,Cameroon,Electronics,External SSD 2TB,1267692,XAF,Model: External Rev-6; Power: 473W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 2%; Batch: B-577; Location: Cameroon.
NG-A-4430,Nigeria,Automotive,Roof Rack Cargo Box,2962707,NGN,Model: Roof Rev-5; Power: 903W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 7%; Batch: B-765; Location: Nigeria.
IC-E-4431,Ivory Coast,Electronics,Steinberg ProBook X1,2420343,XOF,Model: Steinberg Rev-1; Power: 1891W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 32%; Batch: B-404; Location: Ivory Coast.
CM-E-4432,Cameroon,Electronics,4K Ultra Monitor,516960,XAF,Model: 4K Rev-4; Power: 757W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 10%; Batch: B-194; Location: Cameroon.
GH-K-4433,Ghana,Kitchen,Espresso Machine,1495,GHS,Model: Espresso Rev-9; Power: 2333W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 24%; Batch: B-667; Location: Ghana.
NL-A-4434,Netherlands,Automotive,Electric Scooter,1367,EUR,Model: Electric Rev-4; Power: 1751W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 33%; Batch: B-680; Location: Netherlands.
IN-K-4435,India,Kitchen,EcoVolt Smart Kettle,40462,INR,Model: EcoVolt Rev-3; Power: 1515W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 17%; Batch: B-548; Location: India.
IN-F-4436,India,Furniture,Comfort Sofa,207298,INR,Model: Comfort Rev-1; Power: 1020W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 24%; Batch: B-117; Location: India.
RW-F-4437,Rwanda,Furniture,Comfort Sofa,294110,RWF,Model: Comfort Rev-6; Power: 1343W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 4%; Batch: B-880; Location: Rwanda.
IC-A-4438,Ivory Coast,Automotive,Utility Van,1540706,XOF,Model: Utility Rev-1; Power: 822W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 9%; Batch: B-983; Location: Ivory Coast.
UG-O-4439,Uganda,Office,Whiteboard Magnetic,3982253,UGX,Model: Whiteboard Rev-1; Power: 475W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 8%; Batch: B-534; Location: Uganda.
RW-K-4440,Rwanda,Kitchen,EcoVolt Smart Kettle,2393262,RWF,Model: EcoVolt Rev-2; Power: 115W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 19%; Batch: B-601; Location: Rwanda.
NL-F-4441,Netherlands,Furniture,Comfort Sofa,1950,EUR,Model: Comfort Rev-2; Power: 426W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 28%; Batch: B-925; Location: Netherlands.
CM-K-4442,Cameroon,Kitchen,Turbo-Blend 500,2023917,XAF,Model: Turbo-Blend Rev-7; Power: 2274W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 12%; Batch: B-465; Location: Cameroon.
UG-F-4443,Uganda,Furniture,King Size Bed Frame,12992312,UGX,Model: King Rev-10; Power: 1753W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 20%; Batch: B-252; Location: Uganda.
NG-O-4444,Nigeria,Office,Scan Elite 50,190555,NGN,Model: Scan Rev-7; Power: 1720W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 7%; Batch: B-873; Location: Nigeria.
GH-E-4445,Ghana,Electronics,Wireless Noise-Canceling Headphones,29044,GHS,Model: Wireless Rev-2; Power: 252W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 11%; Batch: B-123; Location: Ghana.
CM-E-4446,Cameroon,Electronics,Bluetooth Speaker Rugged,1355444,XAF,Model: Bluetooth Rev-6; Power: 971W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 33%; Batch: B-515; Location: Cameroon.
NL-K-4447,Netherlands,Kitchen,Bread Maker,2009,EUR,Model: Bread Rev-4; Power: 800W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 33%; Batch: B-410; Location: Netherlands.
GH-A-4448,Ghana,Automotive,Motorcycle Delivery Pro,10753,GHS,Model: Motorcycle Rev-5; Power: 1378W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 12%; Batch: B-965; Location: Ghana.
NL-K-4449,Netherlands,Kitchen,EcoVolt Smart Kettle,2912,EUR,Model: EcoVolt Rev-7; Power: 1690W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 35%; Batch: B-197; Location: Netherlands.
ZA-E-4450,South Africa,Electronics,Gaming Console X,54076,ZAR,Model: Gaming Rev-4; Power: 642W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 14%; Batch: B-681; Location: South Africa.
ZA-O-4451,South Africa,Office,Scan Elite 50,42974,ZAR,Model: Scan Rev-3; Power: 976W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 31%; Batch: B-300; Location: South Africa.
GH-E-4452,Ghana,Electronics,Steinberg ProBook X1,15876,GHS,Model: Steinberg Rev-8; Power: 761W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 31%; Batch: B-120; Location: Ghana.
KE-E-4453,Kenya,Electronics,Nova Phone Z,28765,KES,Model: Nova Rev-1; Power: 2272W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 2%; Batch: B-348; Location: Kenya.
NL-F-4454,Netherlands,Furniture,Wardrobe Classic,284,EUR,Model: Wardrobe Rev-10; Power: 2180W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 17%; Batch: B-498; Location: Netherlands.
RW-E-4455,Rwanda,Electronics,Steinberg ProBook X1,3823020,RWF,Model: Steinberg Rev-6; Power: 479W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 17%; Batch: B-415; Location: Rwanda.
IN-O-4456,India,Office,Mechanical RGB Keyboard,55486,INR,Model: Mechanical Rev-1; Power: 531W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 9%; Batch: B-938; Location: India.
CM-E-4457,Cameroon,Electronics,External SSD 2TB,1827376,XAF,Model: External Rev-4; Power: 1599W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 9%; Batch: B-194; Location: Cameroon.
RW-A-4458,Rwanda,Automotive,Roof Rack Cargo Box,3663858,RWF,Model: Roof Rev-4; Power: 1184W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 2%; Batch: B-323; Location: Rwanda.
NL-E-4459,Netherlands,Electronics,External SSD 2TB,2651,EUR,Model: External Rev-6; Power: 1492W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 21%; Batch: B-424; Location: Netherlands.
NG-A-4460,Nigeria,Automotive,Luxury Coupe,2970812,NGN,Model: Luxury Rev-2; Power: 1138W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 15%; Batch: B-448; Location: Nigeria.
UG-E-4461,Uganda,Electronics,Wireless Noise-Canceling Headphones,6995697,UGX,Model: Wireless Rev-1; Power: 1084W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 30%; Batch: B-396; Location: Uganda.
IN-O-4462,India,Office,File Cabinet 3-Drawer,112137,INR,Model: File Rev-5; Power: 1675W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 8%; Batch: B-297; Location: India.
IC-O-4463,Ivory Coast,Office,HD Web Camera,490154,XOF,Model: HD Rev-4; Power: 1748W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 10%; Batch: B-119; Location: Ivory Coast.
RW-K-4464,Rwanda,Kitchen,Turbo-Blend 500,995890,RWF,Model: Turbo-Blend Rev-9; Power: 782W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 4%; Batch: B-472; Location: Rwanda.
UG-K-4465,Uganda,Kitchen,EcoVolt Smart Kettle,109297,UGX,Model: EcoVolt Rev-4; Power: 513W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 17%; Batch: B-602; Location: Uganda.
RW-O-4466,Rwanda,Office,Scan Elite 50,3558558,RWF,Model: Scan Rev-6; Power: 224W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 8%; Batch: B-291; Location: Rwanda.
CM-E-4467,Cameroon,Electronics,Gaming Console X,733919,XAF,Model: Gaming Rev-9; Power: 1684W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 18%; Batch: B-701; Location: Cameroon.
CM-F-4468,Cameroon,Furniture,Zenith Standing Desk,2319109,XAF,Model: Zenith Rev-9; Power: 1660W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 14%; Batch: B-267; Location: Cameroon.
RW-A-4469,Rwanda,Automotive,Roof Rack Cargo Box,2998380,RWF,Model: Roof Rev-7; Power: 1347W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 16%; Batch: B-614; Location: Rwanda.
IC-E-4470,Ivory Coast,Electronics,Steinberg ProBook X1,841358,XOF,Model: Steinberg Rev-3; Power: 122W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 29%; Batch: B-442; Location: Ivory Coast.
ZA-E-4471,South Africa,Electronics,4K Ultra Monitor,21142,ZAR,Model: 4K Rev-7; Power: 1651W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 15%; Batch: B-476; Location: South Africa.
RW-F-4472,Rwanda,Furniture,Wardrobe Classic,3714455,RWF,Model: Wardrobe Rev-1; Power: 2264W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 3%; Batch: B-867; Location: Rwanda.
NL-K-4473,Netherlands,Kitchen,Microwave Oven,2726,EUR,Model: Microwave Rev-1; Power: 2170W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 4%; Batch: B-161; Location: Netherlands.
NG-E-4474,Nigeria,Electronics,Nova Phone Z,2985923,NGN,Model: Nova Rev-4; Power: 1095W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 9%; Batch: B-205; Location: Nigeria.
NG-K-4475,Nigeria,Kitchen,EcoVolt Smart Kettle,709889,NGN,Model: EcoVolt Rev-2; Power: 1478W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 31%; Batch: B-558; Location: Nigeria.
NL-K-4476,Netherlands,Kitchen,Turbo-Blend 500,150,EUR,Model: Turbo-Blend Rev-3; Power: 592W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 17%; Batch: B-211; Location: Netherlands.
RW-O-4477,Rwanda,Office,HD Web Camera,2853112,RWF,Model: HD Rev-4; Power: 683W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 11%; Batch: B-403; Location: Rwanda.
CM-A-4478,Cameroon,Automotive,Roof Rack Cargo Box,27404,XAF,Model: Roof Rev-7; Power: 2117W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 12%; Batch: B-120; Location: Cameroon.
NG-F-4479,Nigeria,Furniture,Wardrobe Classic,2772174,NGN,Model: Wardrobe Rev-10; Power: 1927W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 3%; Batch: B-250; Location: Nigeria.
RW-K-4480,Rwanda,Kitchen,Dishwasher Silent,2352783,RWF,Model: Dishwasher Rev-3; Power: 1202W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 35%; Batch: B-730; Location: Rwanda.
RW-F-4481,Rwanda,Furniture,King Size Bed Frame,3742777,RWF,Model: King Rev-7; Power: 1951W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 22%; Batch: B-415; Location: Rwanda.
IC-K-4482,Ivory Coast,Kitchen,Microwave Oven,439540,XOF,Model: Microwave Rev-2; Power: 732W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 10%; Batch: B-662; Location: Ivory Coast.
NG-E-4483,Nigeria,Electronics,Apex Smart Tab,2440904,NGN,Model: Apex Rev-8; Power: 2194W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 29%; Batch: B-119; Location: Nigeria.
RW-A-4484,Rwanda,Automotive,All-Terrain 4x4,2537981,RWF,Model: All-Terrain Rev-7; Power: 355W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 26%; Batch: B-740; Location: Rwanda.
CM-K-4485,Cameroon,Kitchen,Espresso Machine,35316,XAF,Model: Espresso Rev-10; Power: 2302W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 2%; Batch: B-984; Location: Cameroon.
NL-A-4486,Netherlands,Automotive,Electric Scooter,165,EUR,Model: Electric Rev-9; Power: 359W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 24%; Batch: B-516; Location: Netherlands.
IC-A-4487,Ivory Coast,Automotive,Motorcycle Delivery Pro,52882,XOF,Model: Motorcycle Rev-3; Power: 2032W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 10%; Batch: B-671; Location: Ivory Coast.
GH-E-4488,Ghana,Electronics,Apex Smart Tab,12936,GHS,Model: Apex Rev-6; Power: 1757W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 7%; Batch: B-362; Location: Ghana.
UG-A-4489,Uganda,Automotive,Volt EV Sedan,1805617,UGX,Model: Volt Rev-3; Power: 1228W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 15%; Batch: B-876; Location: Uganda.
IN-O-4490,India,Office,Paper Shredder,243450,INR,Model: Paper Rev-3; Power: 2030W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 35%; Batch: B-915; Location: India.
IN-E-4491,India,Electronics,Digital Camera 4K,67190,INR,Model: Digital Rev-10; Power: 2122W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 9%; Batch: B-130; Location: India.
ZA-F-4492,South Africa,Furniture,King Size Bed Frame,56150,ZAR,Model: King Rev-7; Power: 510W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 20%; Batch: B-355; Location: South Africa.
ZA-K-4493,South Africa,Kitchen,Turbo-Blend 500,41723,ZAR,Model: Turbo-Blend Rev-5; Power: 412W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 33%; Batch: B-357; Location: South Africa.
IC-K-4494,Ivory Coast,Kitchen,Microwave Oven,1942902,XOF,Model: Microwave Rev-6; Power: 524W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 4%; Batch: B-969; Location: Ivory Coast.
UG-K-4495,Uganda,Kitchen,Microwave Oven,11132725,UGX,Model: Microwave Rev-2; Power: 1369W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 17%; Batch: B-402; Location: Uganda.
GH-F-4496,Ghana,Furniture,Recliner Armchair,15969,GHS,Model: Recliner Rev-5; Power: 1939W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 34%; Batch: B-206; Location: Ghana.
KE-K-4497,Kenya,Kitchen,Induction Cooktop,219859,KES,Model: Induction Rev-10; Power: 779W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 25%; Batch: B-151; Location: Kenya.
