Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
GE-A-0000,Germany,Wearables,Fitness Tracker Band,30.04,EUR,"Steps, sleep, HR, 14-day battery",Margin 22% | Pacific Imports Inc | Fulfilled from NL depot
UK-Q-2954,United Kingdom,Computing,Webcam HD Pro,48.61,GBP,"1080p 60fps, built-in mic, auto-focus",Promo margin 12% | Africa Direct Trading | Warehouse A-12
NI-R-2955,Nigeria,Kitchen Appliances,Coffee Maker Drip,56665.94,NGN,"12-cup, programmable, thermal carafe",VIP margin 25% | Pacific Imports Inc | Stock in WH3 Berlin
UK-S-2956,United Kingdom,Kitchen Appliances,Smart Kettle Pro,34.35,GBP,"1.7L, 3000W, boil-dry protection, LED display",Stock in WH3 Berlin | Margin 22% | Acme Electronics Ltd
FR-T-2957,France,Audio,Wireless Bluetooth Earbuds,35.2,EUR,"ANC, 24h battery, IPX5, USB-C",Global Sourcing Co | Target margin 18% | Backorder until 02/15
KE-U-2958,Kenya,Wearables,Fitness Tracker Band,3537.47,KES,"Steps, sleep, HR, 14-day battery",Acme Electronics Ltd | Margin 22% | Warehouse A-12
NI-V-2959,Nigeria,Computing,Webcam HD Pro,96821.64,NGN,"1080p 60fps, built-in mic, auto-focus",Fulfilled from NL depot | Target margin 18% | Global Sourcing Co
US-W-2960,United States,Home Appliances,Air Purifier Compact,101.6,USD,"HEPA H13, 3 speeds, 25m² coverage",Low stock alert | Africa Direct Trading | Promo margin 12%
FR-X-2961,France,Computing,Mechanical Keyboard,68.48,EUR,"Cherry MX, RGB, wired, UK layout",Backorder until 02/15 | Bulk discount applies 15% | Africa Direct Trading
NI-Y-2962,Nigeria,Power & Batteries,Portable Power Bank 20K,40359.73,NGN,"20000mAh, dual USB, 18W PD",VIP margin 25% | Africa Direct Trading | Warehouse A-12
US-Z-2963,United States,Kitchen Appliances,Coffee Maker Drip,36.51,USD,"12-cup, programmable, thermal carafe",Low stock alert | EuroTech Suppliers | VIP margin 25%
GE-A-2964,Germany,Personal Care,Electric Toothbrush,36.73,EUR,"Sonic, 3 modes, 2-week battery",Stock in WH3 Berlin | Pacific Imports Inc | Promo margin 12%
NI-B-2965,Nigeria,Home Appliances,Electric Fan Tower,79016.65,NGN,"Oscillating, 3 speeds, remote, timer",Acme Electronics Ltd | Margin 22% | Warehouse A-12
SA-C-2966,South Africa,Home Appliances,Electric Fan Tower,1008.61,ZAR,"Oscillating, 3 speeds, remote, timer",Margin 22% | Warehouse A-12 | Global Sourcing Co
CA-D-2967,Canada,Computing,Webcam HD Pro,82.6,CAD,"1080p 60fps, built-in mic, auto-focus",Margin 22% | Africa Direct Trading | Backorder until 02/15
US-E-2968,United States,Audio,Bluetooth Speaker,48.5,USD,"20W, waterproof IPX7, 15h playback",Backorder until 02/15 | VIP margin 25% | Nordic Wholesale
US-F-2969,United States,Power & Batteries,Portable Power Bank 20K,23.99,USD,"20000mAh, dual USB, 18W PD",Bulk discount applies 15% | Pacific Imports Inc | Stock in WH3 Berlin
KE-G-2970,Kenya,Personal Care,Electric Toothbrush,6177.24,KES,"Sonic, 3 modes, 2-week battery",Global Sourcing Co | Target margin 18% | Fulfilled from NL depot
FR-H-2971,France,Computing,"Tablet 10""",189.26,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",VIP margin 25% | Low stock alert | EuroTech Suppliers
SA-I-2972,South Africa,Audio,Wireless Bluetooth Earbuds,712.78,ZAR,"ANC, 24h battery, IPX5, USB-C",Warehouse A-12 | Global Sourcing Co | VIP margin 25%
SA-J-2973,South Africa,Audio,Wireless Bluetooth Earbuds,655.84,ZAR,"ANC, 24h battery, IPX5, USB-C",Target margin 18% | Africa Direct Trading | Low stock alert
SA-K-2974,South Africa,Kitchen Appliances,Smart Kettle Pro,776.86,ZAR,"1.7L, 3000W, boil-dry protection, LED display",Low stock alert | Margin 22% | EuroTech Suppliers
SA-L-2975,South Africa,Kitchen Appliances,Coffee Maker Drip,657.45,ZAR,"12-cup, programmable, thermal carafe",Stock in WH3 Berlin | Global Sourcing Co | Bulk discount applies 15%
FR-M-2976,France,Wearables,Smart Watch Sport,78.73,EUR,"GPS, heart rate, 5ATM, 7-day battery",Low stock alert | Africa Direct Trading | Margin 22%
NI-N-2977,Nigeria,Wearables,Smart Watch Sport,137824.58,NGN,"GPS, heart rate, 5ATM, 7-day battery",Target margin 18% | Low stock alert | Pacific Imports Inc
KE-O-2978,Kenya,Personal Care,Electric Toothbrush,5884.39,KES,"Sonic, 3 modes, 2-week battery",Stock in WH3 Berlin | Nordic Wholesale | Promo margin 12%
KE-P-2979,Kenya,Computing,Webcam HD Pro,7888.96,KES,"1080p 60fps, built-in mic, auto-focus",Low stock alert | Africa Direct Trading | VIP margin 25%
US-Q-2980,United States,Wearables,Smart Watch Sport,94.8,USD,"GPS, heart rate, 5ATM, 7-day battery",Bulk discount applies 15% | Warehouse A-12 | Acme Electronics Ltd
GE-R-2981,Germany,Power & Batteries,Portable Power Bank 20K,25.41,EUR,"20000mAh, dual USB, 18W PD",VIP margin 25% | Fulfilled from NL depot | EuroTech Suppliers
US-S-2982,United States,Home Appliances,Air Purifier Compact,107.67,USD,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | Africa Direct Trading | Warehouse A-12
KE-T-2983,Kenya,Solar & Power,Solar Inverter TS-9000-X,158140.82,KES,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Pacific Imports Inc | Low stock alert | Bulk discount applies 15%
NI-U-2984,Nigeria,Power & Batteries,Portable Power Bank 20K,44429.23,NGN,"20000mAh, dual USB, 18W PD",Backorder until 02/15 | VIP margin 25% | Pacific Imports Inc
CA-V-2985,Canada,Computing,Webcam HD Pro,81.0,CAD,"1080p 60fps, built-in mic, auto-focus",Stock in WH3 Berlin | VIP margin 25% | Africa Direct Trading
CA-W-2986,Canada,Audio,Wireless Bluetooth Earbuds,54.72,CAD,"ANC, 24h battery, IPX5, USB-C",Acme Electronics Ltd | Warehouse A-12 | Target margin 18%
US-X-2987,United States,Home Appliances,Air Purifier Compact,97.94,USD,"HEPA H13, 3 speeds, 25m² coverage",VIP margin 25% | Low stock alert | Nordic Wholesale
GH-Y-2988,Ghana,Solar & Power,Solar Inverter TS-9000-X,16885.42,GHS,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",EuroTech Suppliers | Warehouse A-12 | Bulk discount applies 15%
US-Z-2989,United States,Audio,Bluetooth Speaker,47.88,USD,"20W, waterproof IPX7, 15h playback",Global Sourcing Co | Margin 22% | Warehouse A-12
GE-A-2990,Germany,Computing,Mechanical Keyboard,71.15,EUR,"Cherry MX, RGB, wired, UK layout",Low stock alert | Global Sourcing Co | Target margin 18%
NE-B-2991,Netherlands,Computing,"Tablet 10""",209.2,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Stock in WH3 Berlin | VIP margin 25% | Global Sourcing Co
NE-C-2992,Netherlands,Computing,Webcam HD Pro,49.7,EUR,"1080p 60fps, built-in mic, auto-focus",VIP margin 25% | Pacific Imports Inc | Warehouse A-12
NI-D-2993,Nigeria,Home Appliances,Air Purifier Compact,166858.51,NGN,"HEPA H13, 3 speeds, 25m² coverage",Acme Electronics Ltd | Bulk discount applies 15% | Warehouse A-12
NE-E-2994,Netherlands,Personal Care,Electric Toothbrush,36.78,EUR,"Sonic, 3 modes, 2-week battery",Margin 22% | Backorder until 02/15 | Africa Direct Trading
KE-F-2995,Kenya,Computing,Mechanical Keyboard,9478.8,KES,"Cherry MX, RGB, wired, UK layout",Acme Electronics Ltd | Bulk discount applies 15% | Fulfilled from NL depot
GE-G-2996,Germany,Audio,Bluetooth Speaker,47.65,EUR,"20W, waterproof IPX7, 15h playback",Bulk discount applies 15% | Stock in WH3 Berlin | Africa Direct Trading
GH-H-2997,Ghana,Lighting,LED Desk Lamp,333.96,GHS,"Dimmable, USB port, 5 brightness levels",Margin 22% | Pacific Imports Inc | Stock in WH3 Berlin
NI-I-2998,Nigeria,Audio,Wireless Bluetooth Earbuds,57462.86,NGN,"ANC, 24h battery, IPX5, USB-C",Warehouse A-12 | Pacific Imports Inc | VIP margin 25%
NE-J-2999,Netherlands,Home Appliances,Electric Fan Tower,49.41,EUR,"Oscillating, 3 speeds, remote, timer",Low stock alert | Bulk discount applies 15% | Nordic Wholesale
FR-K-3000,France,Power & Batteries,Portable Power Bank 20K,24.28,EUR,"20000mAh, dual USB, 18W PD",Low stock alert | Nordic Wholesale | Margin 22%
NE-L-3001,Netherlands,Computing,Mechanical Keyboard,74.09,EUR,"Cherry MX, RGB, wired, UK layout",EuroTech Suppliers | Low stock alert | Promo margin 12%
GE-M-3002,Germany,Wearables,Smart Watch Sport,84.66,EUR,"GPS, heart rate, 5ATM, 7-day battery",Pacific Imports Inc | Stock in WH3 Berlin | Bulk discount applies 15%
US-N-3003,United States,Wearables,Smart Watch Sport,88.11,USD,"GPS, heart rate, 5ATM, 7-day battery",Acme Electronics Ltd | Target margin 18% | Backorder until 02/15
SA-O-3004,South Africa,Computing,"Tablet 10""",3530.57,ZAR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Low stock alert | Pacific Imports Inc | VIP margin 25%
KE-P-3005,Kenya,Personal Care,Electric Toothbrush,5877.83,KES,"Sonic, 3 modes, 2-week battery",Fulfilled from NL depot | Margin 22% | Global Sourcing Co
FR-Q-3006,France,Kitchen Appliances,Smart Kettle Pro,45.86,EUR,"1.7L, 3000W, boil-dry protection, LED display",Target margin 18% | Stock in WH3 Berlin | Africa Direct Trading
NE-R-3007,Netherlands,Wearables,Fitness Tracker Band,27.34,EUR,"Steps, sleep, HR, 14-day battery",Global Sourcing Co | Promo margin 12% | Fulfilled from NL depot
SA-S-3008,South Africa,Audio,Wireless Bluetooth Earbuds,625.84,ZAR,"ANC, 24h battery, IPX5, USB-C",Global Sourcing Co | Promo margin 12% | Backorder until 02/15
CA-T-3009,Canada,Personal Care,Electric Toothbrush,60.74,CAD,"Sonic, 3 modes, 2-week battery",Promo margin 12% | Nordic Wholesale | Fulfilled from NL depot
FR-U-3010,France,Power & Batteries,Portable Power Bank 20K,24.7,EUR,"20000mAh, dual USB, 18W PD",Acme Electronics Ltd | Margin 22% | Stock in WH3 Berlin
CA-V-3011,Canada,Home Appliances,Electric Fan Tower,81.04,CAD,"Oscillating, 3 speeds, remote, timer",Africa Direct Trading | Margin 22% | Low stock alert
GH-W-3012,Ghana,Home Appliances,Air Purifier Compact,1194.97,GHS,"HEPA H13, 3 speeds, 25m² coverage",Fulfilled from NL depot | EuroTech Suppliers | Promo margin 12%
FR-X-3013,France,Power & Batteries,Portable Power Bank 20K,23.37,EUR,"20000mAh, dual USB, 18W PD",Margin 22% | Fulfilled from NL depot | Acme Electronics Ltd
US-Y-3014,United States,Wearables,Fitness Tracker Band,31.42,USD,"Steps, sleep, HR, 14-day battery",Backorder until 02/15 | Margin 22% | Global Sourcing Co
CA-Z-3015,Canada,Home Appliances,Air Purifier Compact,137.01,CAD,"HEPA H13, 3 speeds, 25m² coverage",Acme Electronics Ltd | Promo margin 12% | Stock in WH3 Berlin
NI-A-3016,Nigeria,Personal Care,Electric Toothbrush,65911.81,NGN,"Sonic, 3 modes, 2-week battery",Stock in WH3 Berlin | EuroTech Suppliers | Bulk discount applies 15%
SA-B-3017,South Africa,Audio,Wireless Bluetooth Earbuds,675.83,ZAR,"ANC, 24h battery, IPX5, USB-C",Margin 22% | Warehouse A-12 | Acme Electronics Ltd
KE-C-3018,Kenya,Personal Care,Electric Toothbrush,5436.79,KES,"Sonic, 3 modes, 2-week battery",Acme Electronics Ltd | Backorder until 02/15 | VIP margin 25%
FR-D-3019,France,Home Appliances,Air Purifier Compact,100.09,EUR,"HEPA H13, 3 speeds, 25m² coverage",EuroTech Suppliers | VIP margin 25% | Low stock alert
UK-E-3020,United Kingdom,Wearables,Smart Watch Sport,79.46,GBP,"GPS, heart rate, 5ATM, 7-day battery",VIP margin 25% | Fulfilled from NL depot | Pacific Imports Inc
NI-F-3021,Nigeria,Audio,Bluetooth Speaker,82592.81,NGN,"20W, waterproof IPX7, 15h playback",Promo margin 12% | Stock in WH3 Berlin | Pacific Imports Inc
US-G-3022,United States,Wearables,Fitness Tracker Band,27.93,USD,"Steps, sleep, HR, 14-day battery",Backorder until 02/15 | Target margin 18% | EuroTech Suppliers
NE-H-3023,Netherlands,Home Appliances,Air Purifier Compact,94.09,EUR,"HEPA H13, 3 speeds, 25m² coverage",Low stock alert | Pacific Imports Inc | Margin 22%
SA-I-3024,South Africa,Wearables,Smart Watch Sport,1735.65,ZAR,"GPS, heart rate, 5ATM, 7-day battery",Pacific Imports Inc | Low stock alert | Margin 22%
NI-J-3025,Nigeria,Solar & Power,Solar Inverter TS-9000-X,2053994.8,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Target margin 18% | Fulfilled from NL depot | Nordic Wholesale
KE-K-3026,Kenya,Lighting,LED Desk Lamp,3596.94,KES,"Dimmable, USB port, 5 brightness levels",Global Sourcing Co | Warehouse A-12 | Margin 22%
US-L-3027,United States,Home Appliances,Electric Fan Tower,53.39,USD,"Oscillating, 3 speeds, remote, timer",VIP margin 25% | Low stock alert | Nordic Wholesale
NI-M-3028,Nigeria,Audio,Wireless Bluetooth Earbuds,59209.8,NGN,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Global Sourcing Co | Promo margin 12%
GE-N-3029,Germany,Personal Care,Electric Toothbrush,42.4,EUR,"Sonic, 3 modes, 2-week battery",Bulk discount applies 15% | Nordic Wholesale | Warehouse A-12
US-O-3030,United States,Personal Care,Electric Toothbrush,43.54,USD,"Sonic, 3 modes, 2-week battery",Backorder until 02/15 | Target margin 18% | Acme Electronics Ltd
CA-P-3031,Canada,Home Appliances,Air Purifier Compact,126.7,CAD,"HEPA H13, 3 speeds, 25m² coverage",Target margin 18% | Nordic Wholesale | Fulfilled from NL depot
GE-Q-3032,Germany,Wearables,Fitness Tracker Band,27.0,EUR,"Steps, sleep, HR, 14-day battery",EuroTech Suppliers | VIP margin 25% | Warehouse A-12
UK-R-3033,United Kingdom,Kitchen Appliances,Smart Kettle Pro,39.71,GBP,"1.7L, 3000W, boil-dry protection, LED display",Margin 22% | Pacific Imports Inc | Low stock alert
UK-S-3034,United Kingdom,Home Appliances,Electric Fan Tower,42.88,GBP,"Oscillating, 3 speeds, remote, timer",Africa Direct Trading | Warehouse A-12 | Promo margin 12%
US-T-3035,United States,Audio,Wireless Bluetooth Earbuds,39.52,USD,"ANC, 24h battery, IPX5, USB-C",Promo margin 12% | Backorder until 02/15 | Africa Direct Trading
US-U-3036,United States,Home Appliances,Air Purifier Compact,91.65,USD,"HEPA H13, 3 speeds, 25m² coverage",Margin 22% | Fulfilled from NL depot | Africa Direct Trading
NI-V-3037,Nigeria,Kitchen Appliances,Coffee Maker Drip,56956.43,NGN,"12-cup, programmable, thermal carafe",Fulfilled from NL depot | Global Sourcing Co | VIP margin 25%
FR-W-3038,France,Computing,Mechanical Keyboard,68.33,EUR,"Cherry MX, RGB, wired, UK layout",Pacific Imports Inc | Promo margin 12% | Stock in WH3 Berlin
NI-X-3039,Nigeria,Audio,Bluetooth Speaker,83303.29,NGN,"20W, waterproof IPX7, 15h playback",Global Sourcing Co | Fulfilled from NL depot | Promo margin 12%
NI-Y-3040,Nigeria,Computing,Mechanical Keyboard,129441.7,NGN,"Cherry MX, RGB, wired, UK layout",VIP margin 25% | Stock in WH3 Berlin | Global Sourcing Co
UK-Z-3041,United Kingdom,Wearables,Smart Watch Sport,80.68,GBP,"GPS, heart rate, 5ATM, 7-day battery",Pacific Imports Inc | Target margin 18% | Low stock alert
CA-A-3042,Canada,Computing,Mechanical Keyboard,115.11,CAD,"Cherry MX, RGB, wired, UK layout",Stock in WH3 Berlin | Margin 22% | Nordic Wholesale
SA-B-3043,South Africa,Power & Batteries,Portable Power Bank 20K,460.01,ZAR,"20000mAh, dual USB, 18W PD",Backorder until 02/15 | Global Sourcing Co | Bulk discount applies 15%
GH-C-3044,Ghana,Lighting,LED Desk Lamp,380.28,GHS,"Dimmable, USB port, 5 brightness levels",Nordic Wholesale | Stock in WH3 Berlin | Promo margin 12%
US-D-3045,United States,Home Appliances,Air Purifier Compact,108.75,USD,"HEPA H13, 3 speeds, 25m² coverage",Promo margin 12% | Low stock alert | Nordic Wholesale
SA-E-3046,South Africa,Lighting,LED Desk Lamp,530.93,ZAR,"Dimmable, USB port, 5 brightness levels",Africa Direct Trading | Fulfilled from NL depot | Margin 22%
GE-F-3047,Germany,Kitchen Appliances,Coffee Maker Drip,39.54,EUR,"12-cup, programmable, thermal carafe",Target margin 18% | Fulfilled from NL depot | Acme Electronics Ltd
US-G-3048,United States,Home Appliances,Electric Fan Tower,55.25,USD,"Oscillating, 3 speeds, remote, timer",Promo margin 12% | EuroTech Suppliers | Warehouse A-12
CA-H-3049,Canada,Solar & Power,Solar Inverter TS-9000-X,1557.89,CAD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Acme Electronics Ltd | Backorder until 02/15 | VIP margin 25%
GH-I-3050,Ghana,Audio,Wireless Bluetooth Earbuds,484.95,GHS,"ANC, 24h battery, IPX5, USB-C",Global Sourcing Co | Stock in WH3 Berlin | Margin 22%
KE-J-3051,Kenya,Power & Batteries,Portable Power Bank 20K,3558.38,KES,"20000mAh, dual USB, 18W PD",Target margin 18% | Global Sourcing Co | Low stock alert
NE-K-3052,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1256.76,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Margin 22% | Stock in WH3 Berlin | Nordic Wholesale
NE-L-3053,Netherlands,Computing,"Tablet 10""",194.1,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Bulk discount applies 15% | Warehouse A-12 | Africa Direct Trading
NE-M-3054,Netherlands,Computing,"Tablet 10""",198.82,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",EuroTech Suppliers | Bulk discount applies 15% | Backorder until 02/15
NE-N-3055,Netherlands,Lighting,LED Desk Lamp,27.15,EUR,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Backorder until 02/15 | Target margin 18%
KE-O-3056,Kenya,Power & Batteries,Portable Power Bank 20K,3172.14,KES,"20000mAh, dual USB, 18W PD",Global Sourcing Co | Margin 22% | Stock in WH3 Berlin
UK-P-3057,United Kingdom,Computing,"Tablet 10""",168.23,GBP,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Global Sourcing Co | Fulfilled from NL depot | Promo margin 12%
US-Q-3058,United States,Home Appliances,Air Purifier Compact,96.45,USD,"HEPA H13, 3 speeds, 25m² coverage",Backorder until 02/15 | Nordic Wholesale | Bulk discount applies 15%
NI-R-3059,Nigeria,Home Appliances,Electric Fan Tower,89207.62,NGN,"Oscillating, 3 speeds, remote, timer",Bulk discount applies 15% | Warehouse A-12 | Global Sourcing Co
NE-S-3060,Netherlands,Lighting,LED Desk Lamp,25.7,EUR,"Dimmable, USB port, 5 brightness levels",Nordic Wholesale | Low stock alert | Bulk discount applies 15%
KE-T-3061,Kenya,Wearables,Smart Watch Sport,11117.07,KES,"GPS, heart rate, 5ATM, 7-day battery",Fulfilled from NL depot | Margin 22% | Nordic Wholesale
CA-U-3062,Canada,Computing,"Tablet 10""",273.43,CAD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Nordic Wholesale | Warehouse A-12 | Bulk discount applies 15%
GE-V-3063,Germany,Personal Care,Electric Toothbrush,39.66,EUR,"Sonic, 3 modes, 2-week battery",VIP margin 25% | Fulfilled from NL depot | Pacific Imports Inc
FR-W-3064,France,Wearables,Smart Watch Sport,84.74,EUR,"GPS, heart rate, 5ATM, 7-day battery",Low stock alert | EuroTech Suppliers | Margin 22%
CA-X-3065,Canada,Home Appliances,Air Purifier Compact,129.27,CAD,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | Warehouse A-12 | Acme Electronics Ltd
NE-Y-3066,Netherlands,Home Appliances,Air Purifier Compact,90.55,EUR,"HEPA H13, 3 speeds, 25m² coverage",Low stock alert | Promo margin 12% | Africa Direct Trading
SA-Z-3067,South Africa,Home Appliances,Air Purifier Compact,1937.6,ZAR,"HEPA H13, 3 speeds, 25m² coverage",Promo margin 12% | Global Sourcing Co | Warehouse A-12
KE-A-3068,Kenya,Kitchen Appliances,Coffee Maker Drip,5087.6,KES,"12-cup, programmable, thermal carafe",Africa Direct Trading | Warehouse A-12 | VIP margin 25%
SA-B-3069,South Africa,Home Appliances,Air Purifier Compact,1842.13,ZAR,"HEPA H13, 3 speeds, 25m² coverage",Nordic Wholesale | Promo margin 12% | Warehouse A-12
KE-C-3070,Kenya,Home Appliances,Electric Fan Tower,6605.01,KES,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | Bulk discount applies 15% | Acme Electronics Ltd
GH-D-3071,Ghana,Home Appliances,Electric Fan Tower,631.63,GHS,"Oscillating, 3 speeds, remote, timer",Africa Direct Trading | VIP margin 25% | Warehouse A-12
CA-E-3072,Canada,Home Appliances,Air Purifier Compact,124.73,CAD,"HEPA H13, 3 speeds, 25m² coverage",Fulfilled from NL depot | VIP margin 25% | Global Sourcing Co
FR-F-3073,France,Personal Care,Electric Toothbrush,43.83,EUR,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | EuroTech Suppliers | Promo margin 12%
SA-G-3074,South Africa,Home Appliances,Air Purifier Compact,1835.66,ZAR,"HEPA H13, 3 speeds, 25m² coverage",Target margin 18% | Nordic Wholesale | Stock in WH3 Berlin
CA-H-3075,Canada,Power & Batteries,Portable Power Bank 20K,33.99,CAD,"20000mAh, dual USB, 18W PD",Low stock alert | Target margin 18% | Africa Direct Trading
GE-I-3076,Germany,Computing,"Tablet 10""",192.14,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Warehouse A-12 | VIP margin 25% | Acme Electronics Ltd
NI-J-3077,Nigeria,Home Appliances,Air Purifier Compact,152436.61,NGN,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | Acme Electronics Ltd | Fulfilled from NL depot
GE-K-3078,Germany,Solar & Power,Solar Inverter TS-9000-X,1259.51,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",VIP margin 25% | Stock in WH3 Berlin | Nordic Wholesale
SA-L-3079,South Africa,Computing,Mechanical Keyboard,1456.8,ZAR,"Cherry MX, RGB, wired, UK layout",Margin 22% | EuroTech Suppliers | Fulfilled from NL depot
FR-M-3080,France,Solar & Power,Solar Inverter TS-9000-X,1128.47,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Margin 22% | Low stock alert | Africa Direct Trading
FR-N-3081,France,Wearables,Fitness Tracker Band,26.96,EUR,"Steps, sleep, HR, 14-day battery",Fulfilled from NL depot | VIP margin 25% | Pacific Imports Inc
FR-O-3082,France,Home Appliances,Electric Fan Tower,46.98,EUR,"Oscillating, 3 speeds, remote, timer",EuroTech Suppliers | Fulfilled from NL depot | Margin 22%
KE-P-3083,Kenya,Kitchen Appliances,Coffee Maker Drip,5342.88,KES,"12-cup, programmable, thermal carafe",Warehouse A-12 | Nordic Wholesale | VIP margin 25%
US-Q-3084,United States,Home Appliances,Air Purifier Compact,107.59,USD,"HEPA H13, 3 speeds, 25m² coverage",Warehouse A-12 | Global Sourcing Co | Promo margin 12%
GH-R-3085,Ghana,Personal Care,Electric Toothbrush,552.39,GHS,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | VIP margin 25% | Acme Electronics Ltd
UK-S-3086,United Kingdom,Kitchen Appliances,Smart Kettle Pro,37.2,GBP,"1.7L, 3000W, boil-dry protection, LED display",Nordic Wholesale | Promo margin 12% | Fulfilled from NL depot
SA-T-3087,South Africa,Kitchen Appliances,Smart Kettle Pro,852.71,ZAR,"1.7L, 3000W, boil-dry protection, LED display",Global Sourcing Co | Low stock alert | Target margin 18%
CA-U-3088,Canada,Home Appliances,Electric Fan Tower,77.47,CAD,"Oscillating, 3 speeds, remote, timer",Pacific Imports Inc | Low stock alert | Promo margin 12%
US-V-3089,United States,Kitchen Appliances,Smart Kettle Pro,48.73,USD,"1.7L, 3000W, boil-dry protection, LED display",Acme Electronics Ltd | Margin 22% | Low stock alert
FR-W-3090,France,Home Appliances,Electric Fan Tower,50.09,EUR,"Oscillating, 3 speeds, remote, timer",Bulk discount applies 15% | Acme Electronics Ltd | Low stock alert
NE-X-3091,Netherlands,Wearables,Fitness Tracker Band,29.68,EUR,"Steps, sleep, HR, 14-day battery",Acme Electronics Ltd | Bulk discount applies 15% | Warehouse A-12
KE-Y-3092,Kenya,Home Appliances,Air Purifier Compact,12573.79,KES,"HEPA H13, 3 speeds, 25m² coverage",Fulfilled from NL depot | Target margin 18% | Acme Electronics Ltd
FR-Z-3093,France,Home Appliances,Electric Fan Tower,52.9,EUR,"Oscillating, 3 speeds, remote, timer",Pacific Imports Inc | VIP margin 25% | Backorder until 02/15
US-A-3094,United States,Audio,Bluetooth Speaker,51.98,USD,"20W, waterproof IPX7, 15h playback",Bulk discount applies 15% | Stock in WH3 Berlin | EuroTech Suppliers
UK-B-3095,United Kingdom,Kitchen Appliances,Smart Kettle Pro,39.27,GBP,"1.7L, 3000W, boil-dry protection, LED display",Global Sourcing Co | Backorder until 02/15 | Margin 22%
NI-C-3096,Nigeria,Audio,Bluetooth Speaker,84375.96,NGN,"20W, waterproof IPX7, 15h playback",Bulk discount applies 15% | Low stock alert | EuroTech Suppliers
FR-D-3097,France,Kitchen Appliances,Smart Kettle Pro,42.32,EUR,"1.7L, 3000W, boil-dry protection, LED display",Low stock alert | Promo margin 12% | Africa Direct Trading
GH-E-3098,Ghana,Solar & Power,Solar Inverter TS-9000-X,16980.24,GHS,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Acme Electronics Ltd | Margin 22% | Stock in WH3 Berlin
FR-F-3099,France,Home Appliances,Electric Fan Tower,47.66,EUR,"Oscillating, 3 speeds, remote, timer",Target margin 18% | Pacific Imports Inc | Low stock alert
NE-G-3100,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1217.09,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",VIP margin 25% | Nordic Wholesale | Warehouse A-12
CA-H-3101,Canada,Kitchen Appliances,Smart Kettle Pro,69.68,CAD,"1.7L, 3000W, boil-dry protection, LED display",Pacific Imports Inc | Backorder until 02/15 | Target margin 18%
CA-I-3102,Canada,Personal Care,Electric Toothbrush,58.04,CAD,"Sonic, 3 modes, 2-week battery",EuroTech Suppliers | Backorder until 02/15 | Margin 22%
CA-J-3103,Canada,Home Appliances,Air Purifier Compact,133.7,CAD,"HEPA H13, 3 speeds, 25m² coverage",EuroTech Suppliers | Backorder until 02/15 | Margin 22%
US-K-3104,United States,Home Appliances,Electric Fan Tower,53.11,USD,"Oscillating, 3 speeds, remote, timer",Target margin 18% | Warehouse A-12 | Acme Electronics Ltd
GE-L-3105,Germany,Kitchen Appliances,Coffee Maker Drip,33.48,EUR,"12-cup, programmable, thermal carafe",Global Sourcing Co | Bulk discount applies 15% | Fulfilled from NL depot
NI-M-3106,Nigeria,Computing,"Tablet 10""",323568.21,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Global Sourcing Co | Backorder until 02/15 | Margin 22%
GH-N-3107,Ghana,Home Appliances,Air Purifier Compact,1347.3,GHS,"HEPA H13, 3 speeds, 25m² coverage",Global Sourcing Co | Backorder until 02/15 | VIP margin 25%
GH-O-3108,Ghana,Computing,Webcam HD Pro,728.79,GHS,"1080p 60fps, built-in mic, auto-focus",Margin 22% | Africa Direct Trading | Stock in WH3 Berlin
