Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
NI-A-0000,Nigeria,Kitchen Appliances,Smart Kettle Pro,69028.1,NGN,"1.7L, 3000W, boil-dry protection, LED display",Nordic Wholesale | Promo margin 12% | Backorder until 02/15
NI-Q-5944,Nigeria,Computing,Mechanical Keyboard,128023.38,NGN,"Cherry MX, RGB, wired, UK layout",Stock in WH3 Berlin | Nordic Wholesale | Margin 22%
SA-R-5945,South Africa,Audio,Wireless Bluetooth Earbuds,632.82,ZAR,"ANC, 24h battery, IPX5, USB-C",Nordic Wholesale | Fulfilled from NL depot | Target margin 18%
US-S-5946,United States,TV & Display,LED TV 55 inch,465.6,USD,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",VIP margin 25% | Stock in WH3 Berlin | Nordic Wholesale
GH-T-5947,Ghana,Home Appliances,Air Purifier Compact,1170.82,GHS,"HEPA H13, 3 speeds, 25m² coverage",Low stock alert | Global Sourcing Co | VIP margin 25%
CD-U-5948,Côte d'Ivoire,Computing,Webcam HD Pro,32865.55,XOF,"1080p 60fps, built-in mic, auto-focus",Fulfilled from NL depot | Margin 22% | Africa Direct Trading
US-V-5949,United States,Audio,Wireless Bluetooth Earbuds,38.06,USD,"ANC, 24h battery, IPX5, USB-C",Stock in WH3 Berlin | Promo margin 12% | Pacific Imports Inc
FR-W-5950,France,Home Appliances,Electric Fan Tower,51.95,EUR,"Oscillating, 3 speeds, remote, timer",Backorder until 02/15 | Target margin 18% | Acme Electronics Ltd
GE-X-5951,Germany,Wearables,Smart Watch Sport,77.84,EUR,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Fulfilled from NL depot | Promo margin 12%
SA-Y-5952,South Africa,Audio,Bluetooth Speaker,942.56,ZAR,"20W, waterproof IPX7, 15h playback",Bulk discount applies 15% | Low stock alert | Global Sourcing Co
FR-Z-5953,France,Kitchen Appliances,Smart Kettle Pro,41.64,EUR,"1.7L, 3000W, boil-dry protection, LED display",Backorder until 02/15 | Margin 22% | Pacific Imports Inc
CA-A-5954,Canada,Computing,Webcam HD Pro,80.71,CAD,"1080p 60fps, built-in mic, auto-focus",Low stock alert | Margin 22% | Pacific Imports Inc
NI-B-5955,Nigeria,Computing,"Tablet 10""",349005.81,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Bulk discount applies 15% | Africa Direct Trading | Fulfilled from NL depot
UK-C-5956,United Kingdom,TV & Display,LED TV 55 inch,385.27,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Pacific Imports Inc | Promo margin 12% | Fulfilled from NL depot
UK-D-5957,United Kingdom,Computing,Mechanical Keyboard,60.08,GBP,"Cherry MX, RGB, wired, UK layout",Low stock alert | Acme Electronics Ltd | Promo margin 12%
NE-E-5958,Netherlands,Lighting,LED Desk Lamp,28.19,EUR,"Dimmable, USB port, 5 brightness levels",Global Sourcing Co | Low stock alert | VIP margin 25%
GH-F-5959,Ghana,Personal Care,Electric Toothbrush,580.36,GHS,"Sonic, 3 modes, 2-week battery",Acme Electronics Ltd | Fulfilled from NL depot | Margin 22%
FR-G-5960,France,Computing,Mechanical Keyboard,67.96,EUR,"Cherry MX, RGB, wired, UK layout",Fulfilled from NL depot | Nordic Wholesale | VIP margin 25%
SA-H-5961,South Africa,Wearables,Smart Watch Sport,1564.78,ZAR,"GPS, heart rate, 5ATM, 7-day battery",Global Sourcing Co | Low stock alert | VIP margin 25%
KE-I-5962,Kenya,Home Appliances,Electric Fan Tower,7291.05,KES,"Oscillating, 3 speeds, remote, timer",VIP margin 25% | Backorder until 02/15 | Africa Direct Trading
KE-J-5963,Kenya,Lighting,LED Desk Lamp,3624.52,KES,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Target margin 18% | Stock in WH3 Berlin
FR-K-5964,France,Personal Care,Electric Toothbrush,39.54,EUR,"Sonic, 3 modes, 2-week battery",Global Sourcing Co | VIP margin 25% | Fulfilled from NL depot
GH-L-5965,Ghana,Lighting,LED Desk Lamp,336.08,GHS,"Dimmable, USB port, 5 brightness levels",Target margin 18% | Africa Direct Trading | Stock in WH3 Berlin
NE-M-5966,Netherlands,Home Appliances,Electric Fan Tower,51.92,EUR,"Oscillating, 3 speeds, remote, timer",Warehouse A-12 | Pacific Imports Inc | Promo margin 12%
NE-N-5967,Netherlands,Lighting,LED Desk Lamp,26.97,EUR,"Dimmable, USB port, 5 brightness levels",Stock in WH3 Berlin | Pacific Imports Inc | VIP margin 25%
UK-O-5968,United Kingdom,Computing,Webcam HD Pro,49.14,GBP,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Acme Electronics Ltd | Bulk discount applies 15%
US-P-5969,United States,Audio,Bluetooth Speaker,52.17,USD,"20W, waterproof IPX7, 15h playback",Nordic Wholesale | Stock in WH3 Berlin | Promo margin 12%
UK-Q-5970,United Kingdom,TV & Display,LED TV 55 inch,394.5,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Backorder until 02/15 | EuroTech Suppliers | Promo margin 12%
GE-R-5971,Germany,TV & Display,LED TV 55 inch,427.21,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Promo margin 12% | Nordic Wholesale | Fulfilled from NL depot
FR-S-5972,France,Wearables,Smart Watch Sport,78.01,EUR,"GPS, heart rate, 5ATM, 7-day battery",Warehouse A-12 | Margin 22% | Acme Electronics Ltd
FR-T-5973,France,Personal Care,Electric Toothbrush,38.45,EUR,"Sonic, 3 modes, 2-week battery",Pacific Imports Inc | VIP margin 25% | Fulfilled from NL depot
KE-U-5974,Kenya,Computing,"Tablet 10""",25480.28,KES,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Stock in WH3 Berlin | VIP margin 25% | Acme Electronics Ltd
FR-V-5975,France,Wearables,Fitness Tracker Band,26.12,EUR,"Steps, sleep, HR, 14-day battery",Nordic Wholesale | VIP margin 25% | Stock in WH3 Berlin
NI-W-5976,Nigeria,Computing,Webcam HD Pro,83577.02,NGN,"1080p 60fps, built-in mic, auto-focus",Warehouse A-12 | EuroTech Suppliers | Margin 22%
US-X-5977,United States,Computing,Webcam HD Pro,58.01,USD,"1080p 60fps, built-in mic, auto-focus",Africa Direct Trading | VIP margin 25% | Warehouse A-12
GE-Y-5978,Germany,Kitchen Appliances,Coffee Maker Drip,35.86,EUR,"12-cup, programmable, thermal carafe",Global Sourcing Co | Target margin 18% | Backorder until 02/15
UK-Z-5979,United Kingdom,Wearables,Fitness Tracker Band,24.32,GBP,"Steps, sleep, HR, 14-day battery",Margin 22% | Acme Electronics Ltd | Warehouse A-12
GH-A-5980,Ghana,Wearables,Smart Watch Sport,1086.8,GHS,"GPS, heart rate, 5ATM, 7-day battery",Low stock alert | Nordic Wholesale | Margin 22%
US-B-5981,United States,Wearables,Smart Watch Sport,84.62,USD,"GPS, heart rate, 5ATM, 7-day battery",Pacific Imports Inc | Target margin 18% | Low stock alert
FR-C-5982,France,Computing,"Tablet 10""",187.29,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Warehouse A-12 | Bulk discount applies 15% | Acme Electronics Ltd
NE-D-5983,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1202.76,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Bulk discount applies 15% | Africa Direct Trading | Low stock alert
UK-E-5984,United Kingdom,Lighting,LED Desk Lamp,24.6,GBP,"Dimmable, USB port, 5 brightness levels",Target margin 18% | Fulfilled from NL depot | Pacific Imports Inc
US-F-5985,United States,Wearables,Fitness Tracker Band,29.43,USD,"Steps, sleep, HR, 14-day battery",Acme Electronics Ltd | Backorder until 02/15 | Promo margin 12%
CA-G-5986,Canada,Home Appliances,Electric Fan Tower,76.52,CAD,"Oscillating, 3 speeds, remote, timer",Margin 22% | EuroTech Suppliers | Backorder until 02/15
KE-H-5987,Kenya,Kitchen Appliances,Coffee Maker Drip,5147.15,KES,"12-cup, programmable, thermal carafe",VIP margin 25% | Backorder until 02/15 | Nordic Wholesale
CD-I-5988,Côte d'Ivoire,Kitchen Appliances,Coffee Maker Drip,23494.37,XOF,"12-cup, programmable, thermal carafe",Backorder until 02/15 | VIP margin 25% | Africa Direct Trading
NE-J-5989,Netherlands,Wearables,Smart Watch Sport,86.64,EUR,"GPS, heart rate, 5ATM, 7-day battery",Promo margin 12% | Warehouse A-12 | Global Sourcing Co
GH-K-5990,Ghana,Computing,"Tablet 10""",2433.02,GHS,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Target margin 18% | Low stock alert | Pacific Imports Inc
UK-L-5991,United Kingdom,Personal Care,Electric Toothbrush,36.03,GBP,"Sonic, 3 modes, 2-week battery",Nordic Wholesale | Bulk discount applies 15% | Fulfilled from NL depot
US-M-5992,United States,Home Appliances,Air Purifier Compact,104.28,USD,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | Pacific Imports Inc | Warehouse A-12
UK-N-5993,United Kingdom,Wearables,Fitness Tracker Band,23.76,GBP,"Steps, sleep, HR, 14-day battery",Low stock alert | Target margin 18% | Pacific Imports Inc
US-O-5994,United States,Kitchen Appliances,Coffee Maker Drip,42.59,USD,"12-cup, programmable, thermal carafe",Acme Electronics Ltd | Backorder until 02/15 | Bulk discount applies 15%
KE-P-5995,Kenya,Solar & Power,Solar Inverter TS-9000-X,155114.95,KES,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Pacific Imports Inc | Margin 22% | Fulfilled from NL depot
SA-Q-5996,South Africa,Solar & Power,Solar Inverter TS-9000-X,22596.75,ZAR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Target margin 18% | Acme Electronics Ltd | Stock in WH3 Berlin
CA-R-5997,Canada,Solar & Power,Solar Inverter TS-9000-X,1796.51,CAD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Bulk discount applies 15% | Warehouse A-12 | Global Sourcing Co
SA-S-5998,South Africa,Wearables,Smart Watch Sport,1685.01,ZAR,"GPS, heart rate, 5ATM, 7-day battery",Margin 22% | Backorder until 02/15 | Acme Electronics Ltd
CD-T-5999,Côte d'Ivoire,Personal Care,Electric Toothbrush,27582.42,XOF,"Sonic, 3 modes, 2-week battery",Pacific Imports Inc | Target margin 18% | Fulfilled from NL depot
NI-U-6000,Nigeria,Wearables,Smart Watch Sport,154336.91,NGN,"GPS, heart rate, 5ATM, 7-day battery",Fulfilled from NL depot | EuroTech Suppliers | Margin 22%
FR-V-6001,France,Home Appliances,Air Purifier Compact,87.09,EUR,"HEPA H13, 3 speeds, 25m² coverage",Africa Direct Trading | Target margin 18% | Fulfilled from NL depot
GH-W-6002,Ghana,Computing,Mechanical Keyboard,989.51,GHS,"Cherry MX, RGB, wired, UK layout",Backorder until 02/15 | VIP margin 25% | Africa Direct Trading
CD-X-6003,Côte d'Ivoire,Audio,Wireless Bluetooth Earbuds,23927.63,XOF,"ANC, 24h battery, IPX5, USB-C",Pacific Imports Inc | Stock in WH3 Berlin | Target margin 18%
NI-Y-6004,Nigeria,Computing,Mechanical Keyboard,115016.78,NGN,"Cherry MX, RGB, wired, UK layout",VIP margin 25% | Low stock alert | Global Sourcing Co
US-Z-6005,United States,Kitchen Appliances,Coffee Maker Drip,41.59,USD,"12-cup, programmable, thermal carafe",Stock in WH3 Berlin | Target margin 18% | Pacific Imports Inc
US-A-6006,United States,Personal Care,Electric Toothbrush,46.86,USD,"Sonic, 3 modes, 2-week battery",Africa Direct Trading | Backorder until 02/15 | Target margin 18%
CA-B-6007,Canada,Lighting,LED Desk Lamp,38.9,CAD,"Dimmable, USB port, 5 brightness levels",Margin 22% | Pacific Imports Inc | Backorder until 02/15
FR-C-6008,France,Wearables,Fitness Tracker Band,29.25,EUR,"Steps, sleep, HR, 14-day battery",VIP margin 25% | Nordic Wholesale | Low stock alert
SA-D-6009,South Africa,Lighting,LED Desk Lamp,480.13,ZAR,"Dimmable, USB port, 5 brightness levels",Warehouse A-12 | VIP margin 25% | Nordic Wholesale
KE-E-6010,Kenya,Audio,Bluetooth Speaker,6319.18,KES,"20W, waterproof IPX7, 15h playback",Nordic Wholesale | Bulk discount applies 15% | Stock in WH3 Berlin
FR-F-6011,France,Solar & Power,Solar Inverter TS-9000-X,1266.59,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Warehouse A-12 | Bulk discount applies 15% | Nordic Wholesale
GH-G-6012,Ghana,Audio,Wireless Bluetooth Earbuds,483.93,GHS,"ANC, 24h battery, IPX5, USB-C",Warehouse A-12 | EuroTech Suppliers | Promo margin 12%
CD-H-6013,Côte d'Ivoire,Kitchen Appliances,Coffee Maker Drip,22061.01,XOF,"12-cup, programmable, thermal carafe",Pacific Imports Inc | Stock in WH3 Berlin | Margin 22%
CD-I-6014,Côte d'Ivoire,Wearables,Smart Watch Sport,59297.03,XOF,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | Pacific Imports Inc | VIP margin 25%
KE-J-6015,Kenya,Wearables,Smart Watch Sport,11525.34,KES,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Bulk discount applies 15% | Low stock alert
FR-K-6016,France,Wearables,Smart Watch Sport,81.38,EUR,"GPS, heart rate, 5ATM, 7-day battery",Promo margin 12% | Fulfilled from NL depot | Acme Electronics Ltd
UK-L-6017,United Kingdom,Audio,Bluetooth Speaker,38.2,GBP,"20W, waterproof IPX7, 15h playback",Africa Direct Trading | Low stock alert | Margin 22%
FR-M-6018,France,Computing,"Tablet 10""",190.57,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Promo margin 12% | Backorder until 02/15 | Nordic Wholesale
CA-N-6019,Canada,Computing,Webcam HD Pro,79.41,CAD,"1080p 60fps, built-in mic, auto-focus",Africa Direct Trading | Low stock alert | Target margin 18%
FR-O-6020,France,Wearables,Fitness Tracker Band,28.87,EUR,"Steps, sleep, HR, 14-day battery",Fulfilled from NL depot | Target margin 18% | Pacific Imports Inc
US-P-6021,United States,Power & Batteries,Portable Power Bank 20K,28.52,USD,"20000mAh, dual USB, 18W PD",Stock in WH3 Berlin | Nordic Wholesale | Promo margin 12%
UK-Q-6022,United Kingdom,Wearables,Fitness Tracker Band,23.81,GBP,"Steps, sleep, HR, 14-day battery",Nordic Wholesale | Stock in WH3 Berlin | VIP margin 25%
NI-R-6023,Nigeria,Power & Batteries,Portable Power Bank 20K,37671.22,NGN,"20000mAh, dual USB, 18W PD",Fulfilled from NL depot | Nordic Wholesale | Promo margin 12%
FR-S-6024,France,Computing,Webcam HD Pro,50.64,EUR,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | Bulk discount applies 15% | Low stock alert
GH-T-6025,Ghana,Personal Care,Electric Toothbrush,586.33,GHS,"Sonic, 3 modes, 2-week battery",Africa Direct Trading | Target margin 18% | Fulfilled from NL depot
CD-U-6026,Côte d'Ivoire,Computing,Mechanical Keyboard,49009.22,XOF,"Cherry MX, RGB, wired, UK layout",Africa Direct Trading | Backorder until 02/15 | Target margin 18%
GE-V-6027,Germany,Computing,Mechanical Keyboard,65.85,EUR,"Cherry MX, RGB, wired, UK layout",Warehouse A-12 | Global Sourcing Co | VIP margin 25%
US-W-6028,United States,Computing,Webcam HD Pro,54.27,USD,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Margin 22% | Pacific Imports Inc
GE-X-6029,Germany,Computing,"Tablet 10""",203.91,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Promo margin 12% | Global Sourcing Co | Stock in WH3 Berlin
NI-Y-6030,Nigeria,Solar & Power,Solar Inverter TS-9000-X,2010027.33,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Global Sourcing Co | Target margin 18% | Warehouse A-12
SA-Z-6031,South Africa,Computing,Mechanical Keyboard,1413.0,ZAR,"Cherry MX, RGB, wired, UK layout",Stock in WH3 Berlin | Promo margin 12% | Acme Electronics Ltd
GE-A-6032,Germany,Audio,Wireless Bluetooth Earbuds,33.79,EUR,"ANC, 24h battery, IPX5, USB-C",Warehouse A-12 | Pacific Imports Inc | Promo margin 12%
SA-B-6033,South Africa,Personal Care,Electric Toothbrush,855.88,ZAR,"Sonic, 3 modes, 2-week battery",Low stock alert | Target margin 18% | Africa Direct Trading
SA-C-6034,South Africa,Power & Batteries,Portable Power Bank 20K,432.05,ZAR,"20000mAh, dual USB, 18W PD",Backorder until 02/15 | Margin 22% | Africa Direct Trading
UK-D-6035,United Kingdom,Solar & Power,Solar Inverter TS-9000-X,1051.37,GBP,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Africa Direct Trading | Promo margin 12% | Stock in WH3 Berlin
KE-E-6036,Kenya,Solar & Power,Solar Inverter TS-9000-X,153375.97,KES,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Africa Direct Trading | Fulfilled from NL depot | Target margin 18%
UK-F-6037,United Kingdom,Kitchen Appliances,Smart Kettle Pro,34.45,GBP,"1.7L, 3000W, boil-dry protection, LED display",Africa Direct Trading | Backorder until 02/15 | Target margin 18%
SA-G-6038,South Africa,TV & Display,LED TV 55 inch,9038.89,ZAR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Margin 22% | Acme Electronics Ltd | Low stock alert
FR-H-6039,France,Wearables,Fitness Tracker Band,30.67,EUR,"Steps, sleep, HR, 14-day battery",Low stock alert | Africa Direct Trading | VIP margin 25%
US-I-6040,United States,Audio,Wireless Bluetooth Earbuds,36.3,USD,"ANC, 24h battery, IPX5, USB-C",Promo margin 12% | Low stock alert | Pacific Imports Inc
CD-J-6041,Côte d'Ivoire,Home Appliances,Air Purifier Compact,64581.75,XOF,"HEPA H13, 3 speeds, 25m² coverage",Pacific Imports Inc | Warehouse A-12 | Bulk discount applies 15%
NI-K-6042,Nigeria,Lighting,LED Desk Lamp,45202.01,NGN,"Dimmable, USB port, 5 brightness levels",Margin 22% | Pacific Imports Inc | Stock in WH3 Berlin
CD-L-6043,Côte d'Ivoire,Audio,Bluetooth Speaker,32243.11,XOF,"20W, waterproof IPX7, 15h playback",Stock in WH3 Berlin | Nordic Wholesale | Target margin 18%
CA-M-6044,Canada,Audio,Wireless Bluetooth Earbuds,50.57,CAD,"ANC, 24h battery, IPX5, USB-C",VIP margin 25% | Warehouse A-12 | Pacific Imports Inc
UK-N-6045,United Kingdom,Computing,Webcam HD Pro,43.72,GBP,"1080p 60fps, built-in mic, auto-focus",Low stock alert | EuroTech Suppliers | Target margin 18%
KE-O-6046,Kenya,Audio,Bluetooth Speaker,6528.42,KES,"20W, waterproof IPX7, 15h playback",Target margin 18% | Nordic Wholesale | Low stock alert
FR-P-6047,France,Audio,Wireless Bluetooth Earbuds,33.43,EUR,"ANC, 24h battery, IPX5, USB-C",Pacific Imports Inc | Backorder until 02/15 | Promo margin 12%
US-Q-6048,United States,Solar & Power,Solar Inverter TS-9000-X,1273.67,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Fulfilled from NL depot | Nordic Wholesale | VIP margin 25%
UK-R-6049,United Kingdom,Home Appliances,Electric Fan Tower,41.55,GBP,"Oscillating, 3 speeds, remote, timer",Warehouse A-12 | Africa Direct Trading | VIP margin 25%
US-S-6050,United States,Computing,Webcam HD Pro,58.01,USD,"1080p 60fps, built-in mic, auto-focus",Bulk discount applies 15% | Backorder until 02/15 | Nordic Wholesale
CA-T-6051,Canada,Audio,Bluetooth Speaker,63.71,CAD,"20W, waterproof IPX7, 15h playback",Stock in WH3 Berlin | Global Sourcing Co | VIP margin 25%
UK-U-6052,United Kingdom,Personal Care,Electric Toothbrush,37.01,GBP,"Sonic, 3 modes, 2-week battery",Promo margin 12% | Nordic Wholesale | Stock in WH3 Berlin
SA-V-6053,South Africa,Lighting,LED Desk Lamp,486.66,ZAR,"Dimmable, USB port, 5 brightness levels",Stock in WH3 Berlin | Pacific Imports Inc | Margin 22%
GH-W-6054,Ghana,Home Appliances,Air Purifier Compact,1255.09,GHS,"HEPA H13, 3 speeds, 25m² coverage",Warehouse A-12 | Acme Electronics Ltd | Target margin 18%
GE-X-6055,Germany,Kitchen Appliances,Smart Kettle Pro,45.36,EUR,"1.7L, 3000W, boil-dry protection, LED display",Fulfilled from NL depot | Margin 22% | Global Sourcing Co
GE-Y-6056,Germany,TV & Display,LED TV 55 inch,409.33,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Global Sourcing Co | Low stock alert | Margin 22%
SA-Z-6057,South Africa,Computing,Mechanical Keyboard,1495.67,ZAR,"Cherry MX, RGB, wired, UK layout",Target margin 18% | Pacific Imports Inc | Low stock alert
UK-A-6058,United Kingdom,TV & Display,LED TV 55 inch,369.51,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Global Sourcing Co | Fulfilled from NL depot | Promo margin 12%
NE-B-6059,Netherlands,Computing,"Tablet 10""",192.1,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Backorder until 02/15 | Pacific Imports Inc | Promo margin 12%
UK-C-6060,United Kingdom,Computing,Webcam HD Pro,45.5,GBP,"1080p 60fps, built-in mic, auto-focus",Global Sourcing Co | VIP margin 25% | Stock in WH3 Berlin
UK-D-6061,United Kingdom,Kitchen Appliances,Smart Kettle Pro,35.82,GBP,"1.7L, 3000W, boil-dry protection, LED display",Margin 22% | Africa Direct Trading | Stock in WH3 Berlin
FR-E-6062,France,TV & Display,LED TV 55 inch,399.78,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Low stock alert | Global Sourcing Co | Promo margin 12%
KE-F-6063,Kenya,Lighting,LED Desk Lamp,4042.24,KES,"Dimmable, USB port, 5 brightness levels",Promo margin 12% | Global Sourcing Co | Fulfilled from NL depot
KE-G-6064,Kenya,Computing,"Tablet 10""",29241.99,KES,"128GB, 10.1"" FHD, 4GB RAM, WiFi",VIP margin 25% | Global Sourcing Co | Fulfilled from NL depot
SA-H-6065,South Africa,Computing,"Tablet 10""",3619.99,ZAR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Acme Electronics Ltd | Backorder until 02/15 | Target margin 18%
SA-I-6066,South Africa,Wearables,Smart Watch Sport,1696.0,ZAR,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Margin 22% | Low stock alert
NE-J-6067,Netherlands,Computing,"Tablet 10""",189.49,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Promo margin 12% | Backorder until 02/15 | Acme Electronics Ltd
SA-K-6068,South Africa,TV & Display,LED TV 55 inch,8683.72,ZAR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",EuroTech Suppliers | Warehouse A-12 | Margin 22%
NI-L-6069,Nigeria,Wearables,Smart Watch Sport,146928.28,NGN,"GPS, heart rate, 5ATM, 7-day battery",Africa Direct Trading | Low stock alert | VIP margin 25%
SA-M-6070,South Africa,Audio,Wireless Bluetooth Earbuds,675.5,ZAR,"ANC, 24h battery, IPX5, USB-C",Fulfilled from NL depot | Global Sourcing Co | Target margin 18%
US-N-6071,United States,Solar & Power,Solar Inverter TS-9000-X,1310.71,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Pacific Imports Inc | Margin 22% | Low stock alert
GH-O-6072,Ghana,Home Appliances,Air Purifier Compact,1204.22,GHS,"HEPA H13, 3 speeds, 25m² coverage",Africa Direct Trading | Fulfilled from NL depot | Bulk discount applies 15%
NI-P-6073,Nigeria,Wearables,Smart Watch Sport,136310.67,NGN,"GPS, heart rate, 5ATM, 7-day battery",Pacific Imports Inc | Bulk discount applies 15% | Fulfilled from NL depot
CD-Q-6074,Côte d'Ivoire,Kitchen Appliances,Coffee Maker Drip,23080.46,XOF,"12-cup, programmable, thermal carafe",Acme Electronics Ltd | Margin 22% | Warehouse A-12
UK-R-6075,United Kingdom,Audio,Wireless Bluetooth Earbuds,29.3,GBP,"ANC, 24h battery, IPX5, USB-C",Global Sourcing Co | Warehouse A-12 | VIP margin 25%
GE-S-6076,Germany,Home Appliances,Electric Fan Tower,48.66,EUR,"Oscillating, 3 speeds, remote, timer",Low stock alert | VIP margin 25% | Global Sourcing Co
KE-T-6077,Kenya,Solar & Power,Solar Inverter TS-9000-X,163234.6,KES,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Target margin 18% | Fulfilled from NL depot | Pacific Imports Inc
CD-U-6078,Côte d'Ivoire,Audio,Bluetooth Speaker,29899.12,XOF,"20W, waterproof IPX7, 15h playback",Backorder until 02/15 | Acme Electronics Ltd | VIP margin 25%
SA-V-6079,South Africa,Home Appliances,Air Purifier Compact,1844.08,ZAR,"HEPA H13, 3 speeds, 25m² coverage",Fulfilled from NL depot | Nordic Wholesale | VIP margin 25%
CD-W-6080,Côte d'Ivoire,TV & Display,LED TV 55 inch,286555.03,XOF,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Backorder until 02/15 | Margin 22% | Acme Electronics Ltd
SA-X-6081,South Africa,Home Appliances,Electric Fan Tower,918.99,ZAR,"Oscillating, 3 speeds, remote, timer",Target margin 18% | Africa Direct Trading | Fulfilled from NL depot
US-Y-6082,United States,Kitchen Appliances,Smart Kettle Pro,50.87,USD,"1.7L, 3000W, boil-dry protection, LED display",EuroTech Suppliers | Margin 22% | Warehouse A-12
CA-Z-6083,Canada,Audio,Wireless Bluetooth Earbuds,54.63,CAD,"ANC, 24h battery, IPX5, USB-C",Stock in WH3 Berlin | Target margin 18% | Pacific Imports Inc
UK-A-6084,United Kingdom,Home Appliances,Air Purifier Compact,80.53,GBP,"HEPA H13, 3 speeds, 25m² coverage",Backorder until 02/15 | Promo margin 12% | Global Sourcing Co
NI-B-6085,Nigeria,Home Appliances,Air Purifier Compact,150264.6,NGN,"HEPA H13, 3 speeds, 25m² coverage",Fulfilled from NL depot | Bulk discount applies 15% | Acme Electronics Ltd
UK-C-6086,United Kingdom,Wearables,Fitness Tracker Band,21.86,GBP,"Steps, sleep, HR, 14-day battery",Margin 22% | Low stock alert | Nordic Wholesale
CD-D-6087,Côte d'Ivoire,Computing,Webcam HD Pro,35839.07,XOF,"1080p 60fps, built-in mic, auto-focus",Promo margin 12% | Stock in WH3 Berlin | Africa Direct Trading
UK-E-6088,United Kingdom,Home Appliances,Air Purifier Compact,82.74,GBP,"HEPA H13, 3 speeds, 25m² coverage",EuroTech Suppliers | Backorder until 02/15 | Margin 22%
GH-F-6089,Ghana,Home Appliances,Air Purifier Compact,1177.97,GHS,"HEPA H13, 3 speeds, 25m² coverage",Warehouse A-12 | Bulk discount applies 15% | Nordic Wholesale
KE-G-6090,Kenya,Computing,Webcam HD Pro,7421.32,KES,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Africa Direct Trading | Promo margin 12%
NE-H-6091,Netherlands,Lighting,LED Desk Lamp,24.66,EUR,"Dimmable, USB port, 5 brightness levels",Target margin 18% | Stock in WH3 Berlin | EuroTech Suppliers
UK-I-6092,United Kingdom,Wearables,Smart Watch Sport,79.89,GBP,"GPS, heart rate, 5ATM, 7-day battery",Acme Electronics Ltd | Warehouse A-12 | Bulk discount applies 15%
FR-J-6093,France,Audio,Bluetooth Speaker,46.87,EUR,"20W, waterproof IPX7, 15h playback",Pacific Imports Inc | Margin 22% | Warehouse A-12
US-K-6094,United States,Power & Batteries,Portable Power Bank 20K,27.93,USD,"20000mAh, dual USB, 18W PD",Stock in WH3 Berlin | Nordic Wholesale | VIP margin 25%
US-L-6095,United States,Computing,Mechanical Keyboard,84.53,USD,"Cherry MX, RGB, wired, UK layout",Acme Electronics Ltd | Stock in WH3 Berlin | Margin 22%
